Unnamed: 0,Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,season,team,
12.0,Edmonton Oilers,82,,36,40,6,31,78,0.476,5027,4855,50.87,3787,3580,51.4,2741,2636,50.98,229,262,46.64,248.47,242.4,50.62,2442,2410,50.33,1478,1431,50.81,188,210,47.24,12.72,85.32,1030,1047,49.59,747,756,49.7,124,142,46.62,16.6,81.22,1412,1363,50.88,731,675,51.99,64,68,48.48,8.76,89.93,2161,1934,52.77,1140,1024,52.68,36,43,45.57,3.16,95.8,8.35,90.06,0.984,20172018,EDM,
13.0,Florida Panthers,82,,44,30,8,41,96,0.585,4941,4961,49.9,3853,3789,50.42,2823,2839,49.86,245,243,50.2,247.47,248.79,49.87,2285,2236,50.54,1513,1463,50.84,196,204,49.0,12.95,86.06,873,935,48.29,698,749,48.24,134,140,48.91,19.2,81.31,1412,1301,52.05,815,714,53.3,62,64,49.21,7.61,91.04,2252,2248,50.04,1162,1188,49.45,46,33,58.23,3.96,97.22,8.68,91.44,1.001,20172018,FLA,
14.0,Los Angeles Kings,82,,45,29,8,43,98,0.598,4740,4795,49.71,3556,3597,49.71,2545,2537,50.08,237,202,53.99,218.29,237.24,47.92,2188,2283,48.94,1282,1309,49.48,181,153,54.19,14.12,88.31,844,927,47.66,584,670,46.57,125,105,54.35,21.4,84.33,1344,1356,49.78,698,639,52.21,56,48,53.85,8.02,92.49,2124,2067,50.68,1135,1053,51.87,47,45,51.09,4.14,95.73,9.31,92.04,1.014,20172018,LAK,
15.0,Minnesota Wild,82,,45,26,11,42,101,0.616,4358,4929,46.93,3342,3634,47.91,2477,2569,49.09,250,229,52.19,219.86,203.12,51.98,2025,2007,50.22,1288,1155,52.72,191,174,52.33,14.83,84.94,960,787,54.95,744,559,57.1,142,111,56.13,19.09,80.14,1065,1220,46.61,544,596,47.72,49,63,43.75,9.01,89.43,1914,2416,44.2,1069,1275,45.61,46,49,48.42,4.3,96.16,10.09,91.09,1.012,20172018,MIN,
16.0,Montreal Canadiens,82,,29,40,13,27,71,0.433,5000,5014,49.93,3641,3663,49.85,2687,2650,50.35,207,258,44.52,243.44,237.22,50.65,2271,2278,49.92,1371,1314,51.06,167,205,44.89,12.18,84.4,1028,932,52.45,760,670,53.15,129,148,46.57,16.97,77.91,1243,1346,48.01,611,644,48.69,38,57,40.0,6.22,91.15,2294,2257,50.41,1206,1187,50.4,37,47,44.05,3.07,96.04,7.7,90.26,0.98,20172018,MTL,
17.0,New Jersey Devils,82,,44,29,9,39,97,0.591,4566,4847,48.51,3562,3671,49.25,2600,2616,49.85,243,240,50.31,228.31,231.77,49.62,2148,2283,48.48,1382,1427,49.2,192,197,49.36,13.89,86.19,940,856,52.34,738,686,51.83,142,129,52.4,19.24,81.2,1208,1427,45.84,644,741,46.5,50,68,42.37,7.76,90.82,2029,2157,48.47,1085,1058,50.63,48,41,53.93,4.42,96.12,9.35,90.83,1.002,20172018,NJD,
18.0,Nashville Predators,82,,53,18,11,47,117,0.713,4927,4788,50.72,3700,3584,50.8,2641,2660,49.82,261,204,56.13,230.97,229.26,50.19,2120,2202,49.05,1296,1397,48.12,203,150,57.51,15.66,89.26,854,921,48.11,648,693,48.32,137,104,56.85,21.14,84.99,1266,1281,49.71,648,704,47.93,66,46,58.93,10.19,93.47,2310,2089,52.51,1206,1109,52.1,51,45,53.13,4.23,95.94,9.88,92.33,1.022,20172018,NSH,
19.0,New York Islanders,82,,35,37,10,32,80,0.488,4692,5211,47.38,3466,3948,46.75,2573,2918,46.86,261,293,47.11,223.61,256.69,46.56,2338,2634,47.02,1489,1674,47.08,214,239,47.24,14.37,85.72,1016,1074,48.61,788,837,48.49,148,174,45.96,18.78,79.21,1322,1560,45.87,701,837,45.58,66,65,50.38,9.42,92.23,1969,2193,47.31,977,1127,46.44,40,48,45.45,4.09,95.74,10.14,89.96,1.001,20172018,NYI,
20.0,New York Rangers,82,,34,39,9,31,77,0.47,4524,5134,46.84,3457,3906,46.95,2538,2899,46.68,228,263,46.44,239.63,260.79,47.89,2261,2537,47.12,1375,1552,46.98,190,219,46.45,13.82,85.89,1051,1090,49.09,788,809,49.34,145,131,52.54,18.4,83.81,1210,1447,45.54,587,743,44.14,45,88,33.83,7.67,88.16,1829,2143,46.05,996,1185,45.67,30,36,45.45,3.01,96.96,8.98,90.93,0.999,20172018,NYR,
21.0,Ottawa Senators,82,,28,43,11,26,67,0.409,4676,5088,47.89,3464,3751,48.01,2515,2712,48.12,219,284,43.54,202.59,234.53,46.35,2067,2353,46.76,1205,1366,46.87,170,227,42.82,14.11,83.38,855,934,47.79,648,694,48.29,112,143,43.92,17.28,79.39,1212,1419,46.07,557,672,45.32,58,84,40.85,10.41,87.5,2097,2214,48.64,1114,1172,48.73,44,49,47.31,3.95,95.82,8.71,89.53,0.982,20172018,OTT,
22.0,Philadelphia Flyers,82,,42,26,14,40,98,0.598,4779,4667,50.59,3597,3437,51.14,2632,2448,51.81,249,236,51.34,231.37,219.21,51.35,2131,2168,49.57,1313,1270,50.83,198,189,51.16,15.08,85.12,896,875,50.59,681,619,52.38,122,133,47.84,17.91,78.51,1235,1293,48.85,632,651,49.26,76,56,57.58,12.03,91.4,2186,2044,51.68,1162,1050,52.53,43,42,50.59,3.7,96.0,9.46,90.36,0.998,20172018,PHI,
23.0,Pittsburgh Penguins,82,,47,29,6,45,100,0.61,4965,4630,51.75,3795,3446,52.41,2823,2553,52.51,270,248,52.12,254.06,227.74,52.73,2450,2271,51.9,1544,1431,51.9,216,211,50.59,13.99,85.26,1040,990,51.23,805,759,51.47,146,134,52.14,18.14,82.35,1410,1281,52.4,739,672,52.37,70,77,47.62,9.47,88.54,2122,1983,51.69,1139,1014,52.9,49,34,59.04,4.3,96.65,9.56,90.29,0.999,20172018,PIT,
24.0,San Jose Sharks,82,,45,27,10,40,100,0.61,5170,4855,51.57,3800,3474,52.24,2702,2489,52.05,247,226,52.22,243.85,223.57,52.17,2403,2249,51.66,1394,1355,50.71,183,188,49.33,13.13,86.13,1019,963,51.41,726,729,49.9,132,135,49.44,18.18,81.48,1384,1286,51.84,668,626,51.62,51,53,49.04,7.63,91.53,2302,2082,52.51,1186,975,54.88,59,29,67.05,4.97,97.03,9.14,90.92,1.001,20172018,SJS,
25.0,St Louis Blues,82,,44,32,6,41,94,0.573,4905,4573,51.75,3664,3295,52.65,2677,2438,52.34,223,222,50.11,227.65,214.31,51.51,2243,2142,51.15,1344,1290,51.03,179,178,50.14,13.32,86.2,810,811,49.97,602,630,48.86,100,121,45.25,16.61,80.79,1433,1331,51.85,742,660,52.92,79,57,58.09,10.65,91.36,2213,1997,52.57,1177,1005,53.94,41,41,50.0,3.48,95.92,8.33,90.89,0.992,20172018,STL,
26.0,Tampa Bay Lightning,82,,54,23,5,48,113,0.689,4984,4711,51.41,3766,3584,51.24,2680,2683,49.97,290,234,55.34,237.29,209.84,53.07,2444,2196,52.67,1513,1451,51.05,250,193,56.43,16.52,86.7,948,820,53.62,699,648,51.89,160,115,58.18,22.89,82.25,1496,1376,52.09,814,803,50.34,90,78,53.57,11.06,90.29,2225,2211,50.16,1052,1116,48.52,36,37,49.32,3.42,96.68,10.82,91.28,1.021,20172018,TBL,
27.0,Toronto Maple Leafs,82,,49,26,7,42,105,0.64,5002,4966,50.18,3713,3862,49.02,2642,2776,48.76,270,230,54.0,257.01,244.95,51.2,2671,2350,53.2,1592,1448,52.37,231,185,55.53,14.51,87.22,1072,937,53.36,795,691,53.5,151,128,54.12,18.99,81.48,1599,1413,53.09,797,757,51.29,80,57,58.39,10.04,92.47,1947,2216,46.77,911,1191,43.34,36,42,46.15,3.95,96.47,10.22,91.71,1.019,20172018,TOR,
28.0,Vancouver Canucks,82,,31,40,11,31,73,0.445,4472,4801,48.23,3370,3649,48.01,2465,2644,48.25,218,259,45.7,205.74,229.67,47.25,2115,2461,46.22,1288,1465,46.79,186,202,47.94,14.44,86.21,871,922,48.58,646,690,48.35,130,130,50.0,20.12,81.16,1244,1539,44.7,642,775,45.31,56,72,43.75,8.72,90.71,1938,1988,49.36,1011,1058,48.86,31,50,38.27,3.07,95.27,8.84,90.2,0.99,20172018,VAN,
29.0,Vegas Golden Knights,82,,51,24,7,47,109,0.665,5020,4691,51.69,3734,3512,51.53,2687,2523,51.57,268,225,54.36,237.09,213.28,52.64,2406,2185,52.41,1498,1366,52.3,212,183,53.67,14.15,86.6,861,882,49.4,656,664,49.7,134,127,51.34,20.43,80.87,1545,1303,54.25,842,702,54.53,78,56,58.21,9.26,92.02,2127,2001,51.53,1050,1012,50.92,48,34,58.54,4.57,96.64,9.97,91.08,1.011,20172018,VGK,
30.0,Winnipeg Jets,82,,52,20,10,48,114,0.695,4839,4861,49.89,3649,3621,50.19,2643,2613,50.29,273,216,55.83,224.0,219.2,50.54,2165,2131,50.4,1350,1272,51.49,196,170,53.55,14.52,86.64,878,839,51.14,658,625,51.29,118,112,51.3,17.93,82.08,1287,1292,49.9,692,647,51.68,78,58,57.35,11.27,91.04,2134,2237,48.82,1124,1192,48.53,68,45,60.18,6.05,96.22,10.33,91.73,1.021,20172018,WPG,
31.0,Washington Capitals,82,,49,26,7,46,105,0.64,4548,4981,47.73,3383,3761,47.35,2379,2613,47.66,256,238,51.82,219.0,255.66,46.14,2194,2448,47.26,1288,1441,47.2,196,206,48.76,15.22,85.7,842,1075,43.92,631,774,44.91,112,151,42.59,17.75,80.49,1352,1373,49.61,657,667,49.62,84,55,60.43,12.79,91.75,1981,2109,48.44,967,1051,47.92,49,28,63.64,5.07,97.34,10.76,90.89,1.017,20172018,WSH,
1.0,Anaheim Ducks,82,,35,37,10,32,80,0.488,4394,5051,46.52,3278,3855,45.96,2272,2727,45.45,196,248,44.14,204.05,267.99,43.23,2057,2582,44.34,1204,1594,43.03,159,211,42.97,13.21,86.76,835,1116,42.8,591,839,41.33,110,139,44.18,18.61,83.43,1222,1466,45.46,613,755,44.81,49,72,40.5,7.99,90.46,1912,2049,48.27,923,1015,47.63,33,30,52.38,3.58,97.04,8.63,90.91,0.995,20182019,ANA,
2.0,Arizona Coyotes,82,,39,35,8,35,86,0.524,4725,4855,49.32,3527,3557,49.79,2521,2527,49.94,209,220,48.72,229.5,226.28,50.35,2125,2223,48.87,1265,1292,49.47,164,178,47.95,12.96,86.22,903,987,47.78,646,701,47.96,95,124,43.38,14.71,82.31,1222,1236,49.72,619,591,51.16,69,54,56.1,11.15,90.86,2096,2132,49.57,1070,1083,49.7,39,36,52.0,3.64,96.68,8.29,91.29,0.996,20182019,ARI,
3.0,Boston Bruins,82,,49,24,9,47,107,0.652,4848,4376,52.56,3734,3326,52.89,2680,2416,52.59,257,212,54.8,230.06,210.78,52.19,2163,2021,51.7,1362,1319,50.8,208,162,56.22,15.27,87.72,878,839,51.14,673,658,50.56,135,109,55.33,20.06,83.43,1285,1182,52.09,689,661,51.04,73,53,57.94,10.6,91.98,2295,1996,53.48,1162,954,54.91,44,42,51.16,3.79,95.6,9.59,91.23,1.008,20182019,BOS,
4.0,Buffalo Sabres,82,,33,39,10,28,76,0.463,4688,4644,50.24,3659,3641,50.12,2698,2704,49.94,221,268,45.19,215.11,228.29,48.51,2120,2137,49.8,1320,1386,48.78,181,226,44.47,13.71,83.69,869,933,48.22,647,706,47.82,115,138,45.45,17.77,80.45,1251,1204,50.96,673,680,49.74,66,88,42.86,9.81,87.06,2137,2065,50.86,1235,1174,51.27,36,34,51.43,2.91,97.1,8.19,90.09,0.983,20182019,BUF,
5.0,Carolina Hurricanes,82,,46,29,7,44,99,0.604,5350,4355,55.13,4036,3311,54.93,2822,2343,54.64,243,221,52.37,285.87,223.98,56.07,2477,2052,54.69,1469,1217,54.69,194,185,51.19,13.21,84.8,1158,959,54.7,814,687,54.23,129,134,49.05,15.85,80.49,1319,1093,54.68,655,530,55.27,65,51,56.03,9.92,90.38,2374,1862,56.04,1203,964,55.51,39,26,60.0,3.24,97.3,8.61,90.57,0.992,20182019,CAR,
6.0,Columbus Blue Jackets,82,,47,31,4,45,98,0.598,4573,4403,50.95,3566,3327,51.73,2592,2418,51.74,256,231,52.57,231.01,212.67,52.07,2187,2060,51.5,1442,1328,52.06,205,192,51.64,14.22,85.54,889,856,50.95,684,667,50.63,123,121,50.41,17.98,81.86,1298,1204,51.88,758,661,53.42,82,71,53.59,10.82,89.26,1967,1909,50.75,1004,962,51.07,37,36,50.68,3.69,96.26,9.88,90.45,1.003,20182019,CBJ,
7.0,Calgary Flames,82,,50,25,7,50,107,0.652,4968,4275,53.75,3693,3242,53.25,2656,2302,53.57,289,223,56.45,250.71,209.77,54.45,2369,2087,53.16,1491,1278,53.85,235,176,57.18,15.76,86.23,1013,888,53.29,782,653,54.49,172,114,60.14,21.99,82.54,1356,1199,53.07,709,625,53.15,63,62,50.4,8.89,90.08,2152,1800,54.45,1046,867,54.68,44,43,50.57,4.21,95.04,10.88,90.31,1.012,20182019,CGY,
8.0,Chicago Blackhawks,82,,36,34,12,33,84,0.512,4770,4874,49.46,3512,3759,48.3,2671,2852,48.36,267,291,47.85,226.46,268.16,45.78,2304,2535,47.61,1422,1602,47.02,215,233,47.99,15.12,85.46,870,1168,42.69,681,905,42.94,129,154,45.58,18.94,82.98,1434,1367,51.2,741,697,51.53,86,79,52.12,11.61,88.67,2089,1955,51.66,1145,1119,50.57,45,52,46.39,3.93,95.35,10.0,89.8,0.998,20182019,CHI,
9.0,Colorado Avalanche,82,,38,30,14,36,90,0.549,4762,4863,49.48,3547,3539,50.06,2676,2619,50.54,258,244,51.39,224.4,227.14,49.7,2297,2195,51.14,1429,1330,51.79,204,189,51.91,14.28,85.79,948,915,50.89,712,685,50.97,133,129,50.76,18.68,81.17,1349,1280,51.31,717,645,52.64,71,60,54.2,9.9,90.7,2062,2182,48.59,1107,1131,49.46,48,47,50.53,4.34,95.84,9.64,90.68,1.003,20182019,COL,
10.0,Dallas Stars,82,,43,32,7,42,93,0.567,4551,4869,48.31,3375,3578,48.54,2520,2591,49.31,209,200,51.1,224.45,223.29,50.13,2215,2206,50.1,1360,1315,50.84,159,149,51.62,11.69,88.67,961,868,52.54,719,659,52.18,116,89,56.59,16.13,86.49,1254,1338,48.38,641,656,49.42,43,60,41.75,6.71,90.85,1903,2134,47.14,1015,1106,47.85,43,40,51.81,4.24,96.38,8.29,92.28,1.006,20182019,DAL,
11.0,Detroit Red Wings,82,,32,40,10,29,74,0.451,4368,4927,46.99,3291,3824,46.25,2394,2761,46.44,224,272,45.16,203.1,258.34,44.01,2062,2389,46.33,1264,1510,45.57,186,205,47.57,14.72,86.42,824,1041,44.18,619,777,44.34,119,138,46.3,19.22,82.24,1238,1348,47.87,645,733,46.81,67,67,50.0,10.39,90.86,1860,2109,46.86,945,1104,46.12,32,58,35.56,3.39,94.75,9.36,90.15,0.995,20182019,DET,
12.0,Edmonton Oilers,82,,35,38,9,32,79,0.482,4425,4725,48.36,3280,3551,48.02,2392,2599,47.93,229,271,45.8,217.55,236.64,47.9,2165,2273,48.78,1310,1356,49.14,198,211,48.41,15.11,84.44,909,990,47.87,679,698,49.31,122,136,47.29,17.97,80.52,1256,1283,49.47,631,658,48.95,76,75,50.33,12.04,88.6,1881,1993,48.55,972,1090,47.14,30,51,37.04,3.09,95.32,9.57,89.57,0.991,20182019,EDM,
13.0,Florida Panthers,82,,36,32,14,33,86,0.524,4746,4636,50.59,3661,3498,51.14,2705,2517,51.8,264,273,49.16,228.98,235.39,49.31,2129,2128,50.01,1350,1295,51.04,212,227,48.29,15.7,82.47,845,926,47.71,636,680,48.33,145,147,49.66,22.8,78.38,1284,1202,51.65,714,615,53.72,67,80,45.58,9.38,86.99,2161,2050,51.32,1183,1065,52.62,47,38,55.29,3.97,96.43,9.76,89.15,0.989,20182019,FLA,
14.0,Los Angeles Kings,82,,31,42,9,28,71,0.433,4492,4843,48.12,3338,3673,47.61,2359,2578,47.78,199,259,43.45,204.99,230.18,47.11,2035,2265,47.33,1166,1314,47.02,152,207,42.34,13.04,84.25,798,879,47.58,556,643,46.37,95,130,42.22,17.09,79.78,1237,1386,47.16,610,671,47.62,57,77,42.54,9.34,88.52,2019,2174,48.15,1038,1103,48.48,40,43,48.19,3.85,96.1,8.44,89.95,0.984,20182019,LAK,
15.0,Minnesota Wild,82,,37,36,9,36,83,0.506,4704,4645,50.32,3530,3424,50.76,2567,2419,51.48,210,233,47.4,221.15,205.65,51.82,2111,1935,52.17,1303,1124,53.69,172,185,48.18,13.2,83.54,933,759,55.14,700,549,56.04,112,120,48.28,16.0,78.14,1178,1176,50.04,603,575,51.19,60,65,48.0,9.95,88.7,2118,2172,49.37,1137,1143,49.87,33,43,43.42,2.9,96.24,8.18,90.37,0.985,20182019,MIN,
16.0,Montreal Canadiens,82,,44,30,8,41,96,0.585,5279,4627,53.29,3832,3457,52.57,2796,2549,52.31,246,236,51.04,236.11,214.82,52.36,2321,2154,51.87,1394,1308,51.59,193,202,48.86,13.85,84.56,973,906,51.78,716,657,52.15,133,119,52.78,18.58,81.89,1348,1248,51.93,678,651,51.02,60,83,41.96,8.85,87.25,2464,2049,54.6,1243,1107,52.89,46,31,59.74,3.7,97.2,8.8,90.74,0.995,20182019,MTL,
17.0,New Jersey Devils,82,,31,41,10,28,72,0.439,4338,4796,47.49,3390,3638,48.24,2488,2594,48.96,219,271,44.69,218.35,232.75,48.4,2016,2189,47.94,1312,1353,49.23,169,207,44.95,12.88,84.7,860,816,51.31,647,616,51.23,106,132,44.54,16.38,78.57,1156,1373,45.71,665,737,47.43,63,75,45.65,9.47,89.82,1922,2154,47.15,1044,1111,48.45,42,56,42.86,4.02,94.96,8.8,89.55,0.984,20182019,NJD,
18.0,Nashville Predators,82,,47,29,6,43,100,0.61,4900,4487,52.2,3696,3408,52.03,2679,2460,52.13,236,212,52.68,232.56,222.35,51.12,2222,2149,50.84,1336,1351,49.72,187,175,51.66,14.0,87.05,892,908,49.56,665,691,49.04,118,111,51.53,17.74,83.94,1330,1241,51.73,671,660,50.41,69,64,51.88,10.28,90.3,2227,1885,54.16,1210,968,55.56,38,35,52.05,3.14,96.38,8.81,91.38,1.002,20182019,NSH,
19.0,New York Islanders,82,,48,27,7,43,103,0.628,4328,4779,47.52,3229,3484,48.1,2360,2535,48.21,223,191,53.86,224.45,222.92,50.17,2256,2310,49.41,1392,1394,49.96,194,149,56.56,13.94,89.31,1027,935,52.34,781,731,51.65,138,111,55.42,17.67,84.82,1229,1375,47.2,611,663,47.96,56,38,59.57,9.17,94.27,1698,2029,45.56,857,1019,45.68,20,37,35.09,2.33,96.37,9.45,92.47,1.019,20182019,NYI,
20.0,New York Rangers,82,,32,36,14,26,78,0.476,4272,5029,45.93,3248,3816,45.98,2393,2774,46.31,221,267,45.29,222.18,260.33,46.05,2083,2516,45.29,1280,1533,45.5,178,220,44.72,13.91,85.65,964,1107,46.55,727,801,47.58,127,141,47.39,17.47,82.4,1119,1409,44.26,553,732,43.04,51,79,39.23,9.22,89.21,1756,2069,45.91,958,1088,46.82,38,42,47.5,3.97,96.14,9.24,90.37,0.996,20182019,NYR,
21.0,Ottawa Senators,82,,29,47,6,29,64,0.39,4377,5385,44.84,3312,4004,45.27,2429,2931,45.32,242,301,44.57,215.99,247.09,46.64,2087,2424,46.26,1266,1424,47.06,203,237,46.14,16.03,83.36,941,1000,48.48,704,746,48.55,142,147,49.13,20.17,80.29,1146,1424,44.59,562,678,45.32,61,90,40.4,10.85,86.73,1836,2479,42.55,985,1373,41.77,32,52,38.1,3.25,96.21,9.96,89.73,0.997,20182019,OTT,
22.0,Philadelphia Flyers,82,,37,37,8,34,82,0.5,4740,4857,49.39,3552,3580,49.8,2583,2665,49.22,241,280,46.26,231.52,232.54,49.89,2150,2222,49.18,1312,1340,49.47,198,222,47.14,15.09,83.43,938,883,51.51,709,674,51.27,132,134,49.62,18.62,80.12,1212,1339,47.51,603,666,47.52,66,88,42.86,10.95,86.79,2082,2159,49.09,1087,1145,48.7,38,48,44.19,3.5,95.81,9.33,89.49,0.988,20182019,PHI,
23.0,Pittsburgh Penguins,82,,44,26,12,42,100,0.61,4796,4902,49.45,3644,3673,49.8,2732,2729,50.03,271,238,53.24,243.84,230.6,51.4,2357,2194,51.79,1538,1391,52.51,227,196,53.66,14.76,85.91,1052,894,54.06,828,685,54.73,141,124,53.21,17.03,81.9,1305,1300,50.1,710,706,50.14,86,72,54.43,12.11,89.8,1998,2243,47.11,1048,1168,47.29,37,33,52.86,3.53,97.17,9.92,91.28,1.012,20182019,PIT,
24.0,San Jose Sharks,82,,46,27,9,46,101,0.616,5144,4314,54.39,3815,3237,54.1,2708,2324,53.82,289,258,52.83,253.86,223.45,53.19,2450,2114,53.68,1487,1319,52.99,238,214,52.65,16.01,83.78,1072,939,53.31,800,704,53.19,164,148,52.56,20.5,78.98,1378,1175,53.98,687,615,52.76,74,66,52.86,10.77,89.27,2194,1764,55.43,1081,866,55.52,44,38,53.66,4.07,95.61,10.67,88.9,0.996,20182019,SJS,
25.0,St Louis Blues,82,,45,28,9,42,99,0.604,4693,4385,51.7,3531,3247,52.1,2604,2345,52.62,244,220,52.59,233.49,209.06,52.76,2382,2164,52.4,1471,1333,52.46,199,180,52.51,13.53,86.5,977,821,54.34,727,626,53.73,130,118,52.42,17.88,81.15,1405,1343,51.13,744,707,51.27,69,62,52.67,9.27,91.23,1911,1853,50.77,1008,897,52.91,38,34,52.78,3.77,96.21,9.37,90.62,1.0,20182019,STL,
26.0,Tampa Bay Lightning,82,,62,16,4,56,128,0.78,4725,4667,50.31,3604,3542,50.43,2621,2633,49.89,319,221,59.07,234.29,212.89,52.39,2432,2290,51.5,1521,1487,50.57,270,193,58.32,17.75,87.02,921,888,50.91,696,658,51.4,157,125,55.67,22.56,81.0,1511,1402,51.87,825,829,49.88,113,68,62.43,13.7,91.8,2015,2051,49.56,984,1031,48.83,43,27,61.43,4.37,97.38,12.17,91.61,1.038,20182019,TBL,
27.0,Toronto Maple Leafs,82,,46,28,8,46,100,0.61,5387,4960,52.06,3975,3847,50.82,2737,2718,50.17,286,249,53.46,263.26,235.26,52.81,2835,2389,54.27,1620,1410,53.47,238,205,53.72,14.69,85.46,1115,913,54.98,819,658,55.45,149,129,53.6,18.19,80.4,1720,1476,53.82,801,752,51.58,89,76,53.94,11.11,89.89,2120,2190,49.19,993,1155,46.23,46,35,56.79,4.63,96.97,10.45,90.84,1.013,20182019,TOR,
28.0,Vancouver Canucks,82,,35,36,11,29,81,0.494,4527,4818,48.44,3395,3585,48.64,2433,2597,48.37,219,248,46.9,204.6,228.39,47.25,2090,2456,45.97,1216,1457,45.49,174,203,46.15,14.31,86.07,808,962,45.65,588,735,44.44,101,126,44.49,17.18,82.86,1282,1494,46.18,628,722,46.52,73,77,48.67,11.62,89.34,1993,2016,49.71,1042,1042,50.0,39,44,46.99,3.74,95.78,9.0,90.45,0.995,20182019,VAN,
29.0,Vegas Golden Knights,82,,43,32,7,40,93,0.567,5254,4362,54.64,3884,3244,54.49,2815,2400,53.98,246,228,51.9,262.93,211.13,55.46,2529,2082,54.85,1540,1287,54.47,191,181,51.34,12.4,85.94,1063,832,56.09,789,632,55.52,130,130,50.0,16.48,79.43,1466,1250,53.98,751,655,53.41,61,51,54.46,8.12,92.21,2215,1855,54.42,1127,958,54.05,49,37,56.98,4.35,96.14,8.74,90.5,0.992,20182019,VGK,
30.0,Winnipeg Jets,82,,47,30,5,45,99,0.604,4664,4907,48.73,3530,3720,48.69,2558,2741,48.27,270,243,52.63,225.46,238.43,48.6,2106,2235,48.51,1320,1416,48.25,214,197,52.07,16.21,86.09,852,931,47.78,630,682,48.02,139,128,52.06,22.06,81.23,1254,1304,49.02,690,734,48.46,75,69,52.08,10.87,90.6,2103,2196,48.92,1118,1173,48.8,46,41,52.87,4.11,96.5,10.56,91.13,1.017,20182019,WPG,
31.0,Washington Capitals,82,,48,26,8,44,104,0.634,4706,4878,49.1,3567,3644,49.47,2493,2586,49.08,274,248,52.49,232.75,246.45,48.57,2244,2400,48.32,1274,1373,48.13,203,203,50.0,15.93,85.21,860,1089,44.13,605,767,44.1,122,134,47.66,20.17,82.53,1384,1311,51.35,669,606,52.47,81,69,54.0,12.11,88.61,2036,2022,50.17,1060,1049,50.26,60,37,61.86,5.66,96.47,10.99,90.41,1.014,20182019,WSH,
1.0,Anaheim Ducks,71,,29,33,9,24,67,0.472,3916,4147,48.57,3011,3203,48.46,2108,2285,47.99,182,225,44.72,191.86,209.52,47.8,1912,2075,47.96,1135,1281,46.98,154,185,45.43,13.57,85.56,799,855,48.31,568,631,47.37,99,113,46.7,17.43,82.09,1113,1220,47.71,567,650,46.59,55,72,43.31,9.7,88.92,1720,1807,48.77,868,911,48.79,25,34,42.37,2.88,96.27,8.63,90.15,0.988,20192020,ANA,
2.0,Arizona Coyotes,70,,33,29,8,28,74,0.529,3920,4160,48.51,2995,3202,48.33,2220,2270,49.44,190,183,50.94,186.67,194.79,48.94,1818,1974,47.94,1124,1162,49.17,146,160,47.71,12.99,86.23,742,809,47.84,551,572,49.07,90,115,43.9,16.33,79.9,1076,1165,48.01,573,590,49.27,56,45,55.45,9.77,92.37,1765,1878,48.45,942,989,48.78,36,18,66.67,3.82,98.18,8.56,91.94,1.005,20192020,ARI,
3.0,Boston Bruins,70,,44,14,12,44,100,0.714,3985,3818,51.07,3068,2927,51.18,2247,2103,51.66,227,167,57.61,196.07,176.12,52.68,1889,1768,51.65,1154,1039,52.62,177,135,56.73,15.34,87.01,734,693,51.44,547,513,51.6,125,88,58.69,22.85,82.85,1155,1075,51.79,607,526,53.57,52,47,52.53,8.57,91.06,1804,1802,50.03,959,933,50.69,45,31,59.21,4.69,96.68,10.1,92.06,1.022,20192020,BOS,
4.0,Buffalo Sabres,69,,30,31,8,28,68,0.493,3592,3673,49.44,2785,2914,48.87,2021,2149,48.47,193,215,47.3,168.45,189.56,47.05,1680,1750,48.98,1021,1142,47.2,151,181,45.48,14.79,84.15,674,749,47.36,515,587,46.73,96,131,42.29,18.64,77.68,1006,1001,50.12,506,555,47.69,55,50,52.38,10.87,90.99,1676,1694,49.73,899,906,49.81,36,29,55.38,4.0,96.8,9.55,90.0,0.995,20192020,BUF,
5.0,Carolina Hurricanes,68,,38,25,5,33,81,0.596,4123,3511,54.01,3133,2728,53.46,2262,1995,53.14,217,193,52.93,222.69,193.13,53.55,2013,1734,53.72,1207,1121,51.85,185,167,52.56,15.33,85.1,892,785,53.19,650,599,52.04,130,121,51.79,20.0,79.8,1121,949,54.15,557,522,51.62,55,46,54.46,9.87,91.19,1765,1471,54.54,911,749,54.88,28,24,53.85,3.07,96.8,9.59,90.33,0.999,20192020,CAR,
6.0,Columbus Blue Jackets,70,,33,22,15,33,81,0.579,3808,3927,49.23,2968,2867,50.87,2272,2092,52.06,180,183,49.59,184.24,165.8,52.63,1756,1783,49.62,1170,1036,53.04,146,147,49.83,12.48,85.81,651,636,50.58,520,481,51.95,92,83,52.57,17.69,82.74,1105,1147,49.07,650,555,53.94,54,64,45.76,8.31,88.47,1730,1816,48.79,965,934,50.82,30,33,47.62,3.11,96.47,7.92,91.25,0.992,20192020,CBJ,
